CD_CVM;DENOM_CIA;CD_CONTA;DS_CONTA;VL_CONTA;ORDEM_EXERC
002437;AXIA ENERGIA S.A.;2.03.02.02;Reserva Especial de Ágio na Incorporação;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.02.03;Alienação de Bônus de Subscrição;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.02.04;Opções Outorgadas;40861.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.02.05;Ações em Tesouraria;-3034806.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.02.07;Doações e subvenções;7077356.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.02.08;Outras reservas de capital;4187344.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.03;Reservas de Reavaliação;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.04;Reservas de Lucros;11818427.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.04.01;Reserva Legal;3224600.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.04.02;Reserva Estatutária;8593827.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.04.03;Reserva para Contingências;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.04.05;Reserva de Retenção de Lucros;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.04.06;Reserva Especial para Dividendos Não Distribuídos;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.04.07;Reserva de Incentivos Fiscais;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.04.08;Dividendo Adicional Proposto;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.04.09;Ações em Tesouraria;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.05;Lucros/Prejuízos Acumulados;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.06;Ajustes de Avaliação Patrimonial;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.07;Ajustes Acumulados de Conversão;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.08;Outros Resultados Abrangentes;-5070370.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.08.01;Outros Resultados Abrangentes;-5070370.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.08.02;Valores Reconhecidos em ORA Classificados como Mantidos para Venda;0.0000000000;ÚLTIMO
002437;AXIA ENERGIA S.A.;2.03.09;Participação dos Acionistas Não Controladores;71520.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2;Passivo Total;1356384.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01;Passivo Circulante;109122.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.01;Obrigações Sociais e Trabalhistas;10133.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.01.01;Obrigações Sociais;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.01.02;Obrigações Trabalhistas;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.01.02.01;Folha de Pagamento;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.01.02.03;Benefício a Empregados;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.02;Fornecedores;24034.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.02.01;Fornecedores Nacionais;24034.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.02.02;Fornecedores Estrangeiros;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.03;Obrigações Fiscais;49541.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.03.01;Obrigações Fiscais Federais;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.03.01.02;Outras Obrigações Fiscais Federais;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.03.02;Obrigações Fiscais Estaduais;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.03.03;Obrigações Fiscais Municipais;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.04;Empréstimos e Financiamentos;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.04.01;Empréstimos e Financiamentos;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.04.01.01;Em Moeda Nacional;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.04.02;Debêntures;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.04.03;Financiamento por Arrendamento;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05;Outras Obrigações;24955.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.01.01;Débitos com Coligadas;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.01.03;Débitos com Controladores;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02;Outros;24955.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.01;Dividendos e JCP a Pagar;14931.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.04;Superávit de Baixa Renda;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.05;Encargos Regulatórios;5067.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.06;Benefícios Pós Emprego;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.07;Pesquisa e Desenvolvimento;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.08;Programa de Eficiência Energética;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.09;Contribuição de Iluminação Pública;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.10;Valores a Pagar de Parcela;0.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.05.02.15;Outras Obrigações;4957.0000000000;ÚLTIMO
014451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2.01.06;Provisões;459.0000000000;ÚLTIMO
